bridge_id,status,lat,lon,elev_m,region,bearing_deg,face_normal_deg,T_peak_max,T_surf_peak,T_top_peak,T_bot_peak,T_top_mean,T_bot_mean,max_vertical_gradient,mean_vertical_gradient,diurnal_range_top
U0042,ok,31.35929094545455,109.4767837,553.0,R1,46.4,136.4,53.93660540244525,53.93660540244525,39.608435414316745,37.942668384726765,32.994045019005746,32.67122468712614,2.4113663254252202,0.32282033187960646,10.668379172836769
U0043,ok,31.09140255,109.7795028,629.0,R1,83.3,173.3,48.1804711167416,48.1804711167416,35.7407253741837,31.339101680135816,27.551368641367414,26.85415646945882,5.003105449647457,0.6972121719085963,11.952772917914974
U0045,ok,31.06642770000001,109.48827124545456,197.0,R1,62.8,152.8,49.41834485442385,49.41834485442385,36.25748590919168,33.663844452932665,29.239379484602427,28.80662728734541,2.9477894261290203,0.4327521972570254,10.914485504889551
U0046,ok,31.0261898,109.360606075,205.0,R1,73.9,163.9,50.50972528065441,50.50972528065441,37.37267628876407,33.75609779498803,29.491578631556784,28.908343180315402,3.9214774523440425,0.583235451241382,11.637413637218287
U0047,ok,31.10610308125,109.6519451125,259.0,R1,72.5,162.5,48.27747525571886,48.27747525571886,34.80666574168279,31.172510860998734,27.01208591879492,26.45209573831533,4.070117279014841,0.5599901804795924,11.464210105493855
U0050,ok,31.4125911625,109.16548406249998,885.0,R1,94.2,184.2,47.93800912797518,47.93800912797518,37.339099942523944,32.029357632934044,28.370723888324864,27.47805556458849,6.138886782408477,0.8926683237363725,13.344643679664479
U0049,ok,31.113874825,109.8820843,288.0,R1,70.6,160.6,48.67828049427176,48.67828049427176,35.91331529656006,32.44585121334056,27.842563977924936,27.300146628793417,4.0310320758638305,0.542417349131509,11.71965928807088
U0051,ok,31.072602850000003,109.89805735,182.0,R1,128.1,218.1,49.077116595601,49.077116595601,35.02272126362048,32.78603979320867,27.877966443916364,27.497310157991034,2.473157459556269,0.3806562859253384,10.6986234236408
U0052,ok,31.0204269,109.4807029,158.0,R1,146.8,236.8,49.4608563649915,49.4608563649915,35.625803609681206,34.52046889354712,29.751377306488582,29.519292651067378,1.4353367447055163,0.23208465542119963,9.625757813373905
U0054,ok,31.411185225,109.17563816666669,886.0,R1,93.1,183.1,47.935437296211774,47.935437296211774,37.24303201026439,32.04121872779511,28.333589954408353,27.462459180210633,5.9739243314703,0.8711307741977214,13.269922786017347
U0053,ok,31.08347595,109.572172,161.0,R1,85.6,175.6,49.16867446209985,49.16867446209985,36.71708790247163,32.12572055951156,28.396884206118774,27.645513541281467,5.21182825816561,0.75137066483731,12.462676146014793
U0055,ok,31.185118475,110.229289475,438.0,R1,144.3,234.3,45.64827580762513,45.64827580762513,32.675219272651276,31.265023955710877,25.866031818066762,25.604445121236452,1.7812879717577097,0.2615866968303145,10.699831524116362
U0056,ok,31.0928452,109.88071560000002,356.0,R1,9.1,99.1,47.52305395222645,47.52305395222645,34.021277754059604,32.8926060643848,27.529847289183653,27.330818465356543,1.6612348197060882,0.1990288238271052,9.897518280693468
U0058,ok,31.12164292142857,109.67957970714286,403.0,R1,75.7,165.7,47.9429355311484,47.9429355311484,34.61609387917635,30.69753376053822,26.66050081969991,26.058887507908473,4.37584588583708,0.6016133117914295,11.654396528335067
U0059,ok,31.083184575,109.5728718,161.0,R1,84.4,174.4,49.278609385138694,49.278609385138694,36.61598435831116,32.09105280988407,28.319400524281296,27.58723760318146,5.118106735083412,0.7321629210998356,12.425983813405779
U0060,ok,31.061525757894746,109.90025026315789,218.0,R1,23.3,113.3,47.76300011901686,47.76300011901686,34.304775264194696,32.93260924395906,27.622641735505756,27.39673687408552,1.9188416908879375,0.22590486142024246,10.106539709947437
U0061,ok,31.39408918636364,109.54295552272728,384.0,R1,89.7,179.7,52.09088661268862,52.09088661268862,40.24955438238168,35.189322544173756,31.157450034263785,30.33022743014782,5.4668197218765755,0.8272226041159682,13.6819951406221
U0063,ok,31.185501725,110.228452625,460.0,R1,144.4,234.4,45.64049689141632,45.64049689141632,32.66774039917025,31.259605075694957,25.859578167347152,25.598444839331684,1.779416904490951,0.2611333280154702,10.698439000426678
U0064,ok,31.119381725,109.91989295,251.0,R1,90.5,180.5,46.58315281663518,46.58315281663518,36.55893676420607,31.810482157666183,27.941911728149776,27.14057758282099,5.541711299617699,0.8013341453287854,12.444849456027708
U0066,ok,30.98992026666667,109.17646531666666,170.0,R1,88.5,178.5,50.10866701988309,50.10866701988309,38.613913341699686,33.907020997733206,30.194496174965277,29.407484594252363,5.118778559164461,0.7870115807129135,12.331451523814607
U0067,ok,31.110698666666664,109.44094263333334,165.0,R1,36.5,126.5,47.25687518499343,47.25687518499343,34.00236162138566,32.74733139935336,27.981472025520368,27.724125160277662,1.8978624166014768,0.25734686524270367,9.786121668736484
U0070,ok,31.41097333333333,109.14025190833333,876.0,R1,81.9,171.9,49.40041233537947,49.40041233537947,37.082555807035796,33.06727859400147,28.827909534817362,28.161352510667097,4.6948963919824855,0.6665570241502583,12.456311273949378
U0068,ok,31.01677594,109.45078722,189.0,R1,114.9,204.9,50.95011747339184,50.95011747339184,37.09477162743749,34.052948517116924,30.06534896259704,29.530337266388905,3.041823110320564,0.535011696208136,11.017736998765265
U0071,ok,31.371077441666664,109.494620725,489.0,R1,61.7,151.7,54.27465515183253,54.27465515183253,40.13735060027932,37.516634044896605,32.83091108854717,32.38900362041617,3.088558277977654,0.4419074681309935,11.447148780751235
U0069,ok,31.19305101102564,109.80992700102564,473.0,R1,145.0,235.0,48.78657957276248,48.78657957276248,34.00794915988954,32.73774487104884,27.6775434170303,27.42716690486459,1.5711496527237045,0.25037651216570955,10.330157439319123
U0073,ok,30.9987188,109.1625097375,246.0,R1,98.3,188.3,49.22975209467669,49.22975209467669,39.22294084197728,33.820967663853814,30.25291881015809,29.325402539437697,6.068620937264274,0.9275162707203968,13.009339613648848
