bridge_id,status,lat,lon,elev_m,region,bearing_deg,face_normal_deg,T_peak_max,T_surf_peak,T_top_peak,T_bot_peak,T_top_mean,T_bot_mean,max_vertical_gradient,mean_vertical_gradient,diurnal_range_top
U1548,ok,24.2603853225,109.35168065395834,100.0,R3,109.4,199.4,46.997159281754904,46.997159281754904,35.332016860156806,32.292556929627594,28.947046129385637,28.51447463696969,3.849876614415326,0.4325714924159455,8.226069647468563
U1549,ok,23.9200165,109.9539691325,215.0,R3,120.8,210.8,36.83461845591883,36.83461845591883,28.997822672420103,28.63044184388325,25.465624342897478,25.302649485939394,1.5922698825519284,0.16297485695808522,4.697599120710194
M05,ok,24.734633,98.967111,647.0,R4,0.0,90.0,52.10175710795221,52.10175710795221,35.80105619326447,33.934330841994615,29.013111239356835,28.784172417475574,2.2201959973476946,0.2289388218812559,9.670053789812322
U2029,ok,24.9313105,98.8842464,707.0,R4,50.0,140.0,58.10692012858606,58.10692012858606,40.761908152489106,38.03393295230261,32.95201143044314,32.58774068818689,3.61891701173095,0.3642707422562526,11.007467659358404
U2030,ok,24.83777965,98.673743575,1262.0,R4,127.2,217.2,51.945243002054696,51.945243002054696,35.448720788336,32.4546819298071,27.571960053366137,27.187522392678265,3.2555820233015282,0.38443766068786916,10.577729717104226
U2031,ok,24.971123393333333,99.07155374,1655.0,R4,79.1,169.1,52.20518172137707,52.20518172137707,35.4084124834066,30.0656590696472,25.858015607597558,25.16162931269104,6.160666965216052,0.6963862949065145,13.005566878190127
U2032,ok,24.99525213333333,99.2086722425926,1675.0,R4,110.4,200.4,51.61824037038052,51.61824037038052,35.51870371270606,29.86667289839254,25.936956669282914,25.15102122516453,5.760823694650352,0.7859354441183796,12.910897830189132
U2033,ok,24.96091811694678,99.05783865364144,1517.0,R4,54.7,144.7,51.193347256146346,51.193347256146346,33.75794191950225,30.664292857667355,25.63570976025375,25.215624122643064,4.040501847681206,0.42008563761068646,11.378835967605067
U2040,ok,24.69295096,99.215067825,1744.0,R4,48.6,138.6,49.785259866378226,49.785259866378226,33.79098424344455,31.125997673224074,25.987970725732946,25.63995549098323,3.7542149037910093,0.34801523474972096,10.6738137160063
U2036,ok,24.539498155882352,98.6327293735294,1186.0,R4,46.8,136.8,49.7047567101834,49.7047567101834,33.80325387583961,31.44508063255566,26.27826988723484,25.96484838758986,3.086019599100549,0.31342149964498334,10.096846489440882
U2037,ok,24.51966422352941,98.61419989411765,1096.0,R4,54.0,144.0,49.99106598596681,49.99106598596681,34.16450898483127,31.638046650212257,26.590004852087304,26.233920594954288,3.4616179068253423,0.3560842571330185,10.428748801667108
U2038,ok,24.55376811428572,98.62451955714286,1294.0,R4,49.8,139.8,47.6393089491146,47.6393089491146,31.517665806650154,29.2080058747037,24.094452282679697,23.769149008438994,3.2980892826170773,0.3253032742407074,10.249854537060251
U2039,ok,24.65831657,98.75607052,1709.0,R4,59.8,149.8,48.60164855080046,48.60164855080046,32.8419079700858,29.813731738112917,24.758111004468475,24.37392736324776,3.8256422257238363,0.38418364122070586,10.776502761594191
U2041,ok,24.99813493382353,99.35592195441176,1511.0,R4,60.0,150.0,49.57835531243276,49.57835531243276,33.26822801769575,29.767334212479977,24.856543056608402,24.398209705287094,4.27154526418699,0.458333351321309,11.468565741907994
U2045,ok,24.96236569,98.92380933,830.0,R4,109.0,199.0,53.36458534452122,53.36458534452122,36.86640353731815,31.333859703305517,27.563010290392008,26.763333899195334,6.300762068185726,0.7996763911966748,12.838744879793108
U2046,ok,24.6664633,98.76561681666664,1786.0,R4,21.7,111.7,48.064422210875364,48.064422210875364,31.74823500822735,29.99306986404314,24.575613693640722,24.36450217892371,2.347863437479525,0.21111151471701728,9.736042920708911
U2049,ok,24.91436089869565,99.1340316672174,1712.0,R4,145.8,235.8,49.34833898818149,49.34833898818149,31.85015887419359,29.32693262878212,24.201647045256443,23.897416985008338,2.8717216223526414,0.3042300602481038,10.599505954998431
U2051,ok,24.989480948,99.184596352,1735.0,R4,87.0,177.0,49.05508780154614,49.05508780154614,34.31521589727681,28.364481331980695,24.02080915402809,23.200563516270073,7.001995512863676,0.82024563775802,13.620129746672806
U2052,ok,24.52663900384616,98.61928749615385,1068.0,R4,1.3,91.3,49.2785066391193,49.2785066391193,32.852750613625076,31.640200502693723,26.304726685684166,26.10967097908748,2.087215052504316,0.19505570659669477,9.282153468698617
U2054,ok,24.688447116666666,99.19888828333332,1859.0,R4,77.8,167.8,50.6098803629473,50.6098803629473,34.768957461919115,30.245868061368846,25.89145485972992,25.281765490709855,5.62819821219875,0.609689369020059,11.928373464039304
U2053,ok,24.87090842058824,99.15752095882353,1508.0,R4,178.2,268.2,47.57751082931709,47.57751082931709,30.332747657845342,28.805972563321358,23.37089223255945,23.151611458013072,2.380997416954724,0.21928077454637757,9.749661451161458
U2055,ok,24.960182475,98.947874275,1118.0,R4,178.7,268.7,50.92643897357462,50.92643897357462,33.41743642148973,31.791915350835296,26.489719934495746,26.273787654585625,2.2731155712070894,0.2159322799101219,10.011651631283836
U2056,ok,24.727681245454548,98.78056617272728,1928.0,R4,100.9,190.9,46.60964141335444,46.60964141335444,35.154203181629846,28.214816581618475,24.832401358271728,23.886076505081864,7.796230484642884,0.946324853189871,13.425568829374694
U2058,ok,24.99967013148148,99.15590391851852,1799.0,R4,110.9,200.9,49.450021882072804,49.450021882072804,33.02110342081251,27.37866635645941,23.414550678882726,22.641312303720053,5.738121963683554,0.7732383751626749,12.929071312410017
U2060,ok,24.7771587444056,99.1939517374126,1540.0,R4,151.7,241.7,49.123707401153354,49.123707401153354,32.65874099362059,30.861877740205305,25.65919258382872,25.40521358170121,2.60327145141099,0.2539790021275044,9.793802064177552
U2061,ok,24.53904683928572,98.63213901071428,1145.0,R4,50.4,140.4,49.65701276384463,49.65701276384463,33.8157303904612,31.32260590419137,26.195114569884154,25.860410219870637,3.2488705457407256,0.3347043500135147,10.208079798070543
U2062,ok,24.770142900000003,98.71571000999998,1799.0,R4,7.7,97.7,48.60361270088047,48.60361270088047,31.90127846742606,30.304820729067433,24.82639363279804,24.632256690839686,2.171195339589989,0.19413694195835296,9.628758091767057
U2063,ok,24.74974325,98.79729751,1902.0,R4,53.3,143.3,48.20102719185792,48.20102719185792,32.13008364102695,29.41872156201484,24.241138677385628,23.900755010626167,3.4840286913419973,0.3403836667594659,10.549158332564424
U2069,ok,24.80281992333333,99.18714185111112,1498.0,R4,167.8,257.8,48.5354481701186,48.5354481701186,32.05128375407311,30.614956089397936,25.277919256430906,25.06111909712205,2.3049670118855587,0.21680015930885363,9.54009696151103
U2064,ok,24.82492932,98.71495528,1562.0,R4,106.0,196.0,49.43638011869889,49.43638011869889,35.58289952875852,29.220904193047947,25.607764570007404,24.771060033037635,6.923661362929639,0.8367045369697658,13.018158072473835
U2065,ok,24.9917821,99.0673213,1731.0,R4,19.5,109.5,47.91390375855144,47.91390375855144,30.02432290676874,28.129526052925588,22.779887263092466,22.528497245992472,2.635905040310785,0.2513900170999948,10.375869928681997
U2066,ok,24.50386834,98.6016679,1054.0,R4,52.5,142.5,49.8204183090036,49.8204183090036,33.925271765956694,31.49708306479503,26.42648567683156,26.08041588353228,3.3892456207246973,0.3460697932992877,10.345502183379551
U2068,ok,24.856936015384616,98.64863096153849,1553.0,R4,87.2,177.2,48.44153398496946,48.44153398496946,34.03363628649403,28.484487019291635,24.25500730417893,23.554275248602774,6.428426826678507,0.7007320555761519,12.699462785952502
U2070,ok,24.844901525,99.168423475,1519.0,R4,166.9,256.9,48.295294426868836,48.295294426868836,31.806710023755294,30.36252209099482,25.029119293877628,24.810979214399556,2.3115477900849903,0.2181400794780708,9.545450751319688
U2074,ok,24.532299282416663,98.61538052758333,1302.0,R4,65.1,155.1,50.038044909887525,50.038044909887525,34.83688393569987,31.43808757832857,26.61725638253405,26.172599120972315,4.037731050080897,0.4446572615617359,11.139438571866716
U2071,ok,24.8738513125,98.6308209,1697.0,R4,150.3,240.3,47.589773020057585,47.589773020057585,30.723610890524206,28.921526593827554,23.586847611775205,23.343358660150777,2.360859233444689,0.24348895162442585,9.7315051117526
U2072,ok,24.7250360125,98.784970125,1915.0,R4,118.8,208.8,49.2215745740314,49.2215745740314,32.97134876291974,29.003174014228883,24.466566800315523,23.973084005054723,4.190121219544725,0.4934827952608015,11.294847972692864
U2077,ok,24.6626288125,98.7620632625,1748.0,R4,56.1,146.1,48.51775647048828,48.51775647048828,32.63306453568301,29.781227120989122,24.656985285083326,24.299449466367548,3.6306272279560936,0.3575358187157819,10.648897120509016
U2075,ok,24.94531818125,98.948031625,1028.0,R4,23.2,113.2,53.4509207470927,53.4509207470927,36.250522320622615,34.40233620128249,29.148251827722895,28.90637135872462,2.550732922594193,0.24188046899828006,10.201373574233855
U2076,ok,24.82258574444445,99.18080982222222,1510.0,R4,152.6,242.6,48.61914119053729,48.61914119053729,32.08052450503377,30.401959509317997,25.16401094528753,24.91075657435066,2.5219775827302904,0.25325437093686853,9.713067875414783
U2079,ok,25.03814025,99.00730295,1360.0,R4,30.7,120.7,49.135111459913325,49.135111459913325,32.18321594950018,29.997675896763425,25.009248723248405,24.699954713896908,2.7746569505977483,0.3092940093515014,10.305321430645169
U2085,ok,24.6317718875,98.72259187708336,1622.0,R4,59.2,149.2,48.69308605816306,48.69308605816306,32.9760934710694,29.976166499917383,24.940698375611884,24.558373578941456,3.771141087634117,0.3823247966704207,10.729661787773168
U2080,ok,24.64482861666667,98.67908321666664,1355.0,R4,18.9,108.9,47.37027796489192,47.37027796489192,31.43162849927411,29.80361908388948,24.47327852210219,24.26782317706345,2.164648654174801,0.20545534503874147,9.515950004567443
M07,ok,27.583434,104.020317,860.0,R5,0.0,90.0,43.41212787664111,43.41212787664111,28.290163766453908,26.990392765589103,21.718035633284767,21.503396861366312,1.8385380515057008,0.21463877191845857,9.316050821955372
U2504,ok,27.8950054,103.90990076363636,653.0,R5,6.5,96.5,47.125192364453085,47.125192364453085,32.01242423746594,30.942805619381108,25.405078146379726,25.21633913232838,1.6853086271925832,0.18873901405134108,9.96623639884523
U2517,ok,27.68438711578948,104.37988166842104,1262.0,R5,62.3,152.3,52.275925965000575,52.275925965000575,37.604056841666626,34.62248733392484,29.830745994483088,29.438980089375598,3.4996192400831276,0.39176590510749065,10.555774528273066
U2518,ok,27.73366761739131,104.39645129565216,1140.0,R5,179.3,269.3,50.607990174117305,50.607990174117305,35.36170957554283,34.1070019493738,28.891705789016722,28.721070786816544,1.7352647679721116,0.17063500220018332,9.089760117927703
U2522,ok,27.60378185925926,104.3303445148148,1513.0,R5,64.1,154.1,46.993803850536786,46.993803850536786,34.055985513348546,31.292293265848297,26.6088557907914,26.212480601615418,3.5074726187824936,0.3963751891759804,10.244979290030845
U2525,ok,27.672072194117646,104.34269482941176,1419.0,R5,65.6,155.6,51.680855050121195,51.680855050121195,36.73150191221866,33.542433497404566,28.743014547730617,28.306257322642523,3.655860648834029,0.43675722508809345,11.163478829322216
U2534,ok,27.402481563636364,103.77862085454544,2043.0,R5,157.0,247.0,47.80886782253283,47.80886782253283,32.0732418069001,30.84391904676327,25.416931885049483,25.199763518696304,1.9546758221122076,0.21716836635317893,9.329778825041576
U2536,ok,27.875050859459463,103.90710162972972,657.0,R5,31.8,121.8,47.69365906021005,47.69365906021005,32.71559424186108,31.257356748815273,25.79611419221932,25.55305938438024,2.1516934601896267,0.24305480783907832,10.319411743672813
U2538,ok,27.3311106,103.94430835,1807.0,R5,0.5,90.5,46.17087923494769,46.17087923494769,30.671848670251595,29.92913718319474,24.379869985911117,24.198378305294316,1.635528936829342,0.1814916806167987,9.135147722090682
U2539,ok,27.515873375,103.8485658625,1902.0,R5,37.5,127.5,45.6177447484158,45.6177447484158,30.75790830450078,29.140101783889286,23.82418854526907,23.560971712684662,2.460304799854516,0.26321683258441003,9.626343741777664
U2541,ok,27.584954727861955,104.02622933964643,888.0,R5,72.4,162.4,45.23638643843756,45.23638643843756,29.975852583705354,26.744556364279813,22.104402690251625,21.583785770094448,4.116364337410932,0.5206169201571785,10.862676348481966
U2540,ok,27.88421764222221,103.91023222,636.0,R5,25.3,115.3,47.54855561386408,47.54855561386408,32.528672863778304,31.211740924089487,25.71811901971011,25.495995449706975,1.9838459552084409,0.22212357000313399,10.19464514594856
U2543,ok,27.476524436000005,103.81970083800005,2018.0,R5,35.9,125.9,45.91334640430577,45.91334640430577,31.19712139672023,29.626255022721597,24.314860081994688,24.06277361037429,2.3855390786311794,0.2520864716203994,9.561443777961834
U2544,ok,27.70293202,104.396665995,1157.0,R5,30.9,120.9,51.1620963266452,51.1620963266452,36.07232272654558,34.41682426069309,29.26900775436858,29.050609875531993,2.222014588484413,0.21839787883659062,9.451843012842915
U2545,ok,27.307902914285712,103.91817696428572,1988.0,R5,55.7,145.7,47.930858010477984,47.930858010477984,32.48643511026632,30.566449818556247,25.33981301951547,24.98286842320059,2.8896920202288,0.35694459631488074,10.126518939872128
U2546,ok,27.229607610869568,103.78493778695652,1832.0,R5,76.3,166.3,48.97785857668195,48.97785857668195,33.780502707755645,30.326964985922576,25.565046814364667,25.02949717293522,4.179344043523912,0.5355496414294523,11.22050549787837
U2547,ok,27.23000711363636,103.795235925,1811.0,R5,75.9,165.9,48.93853630375982,48.93853630375982,33.72507192497589,30.30530293032835,25.52789840405008,24.997042411324024,4.144177510163264,0.5308559927260625,11.198813741749799
U2549,ok,27.77236659622034,103.65249229895052,1505.0,R5,94.5,184.5,46.8447394378077,46.8447394378077,35.82031598245101,30.469394679960264,26.759901541375793,25.910316613707174,6.055803803178566,0.8495849276686223,12.52543551436202
U2548,ok,27.29323476875,103.682131846875,1905.0,R5,116.1,206.1,48.75841436918869,48.75841436918869,32.0641409879094,29.105382851536742,24.335169596286132,23.82639112606658,3.368528758929301,0.5087784702195512,10.737616627455868
U2550,ok,27.8353456360452,103.82807609557908,820.0,R5,115.1,205.1,45.568634200359654,45.568634200359654,31.30170538588077,28.036630751913286,23.614191812089597,23.072664406687718,3.631695126656453,0.5415274054018773,10.945778946590082
U2551,ok,27.408043125,103.68215479375002,1957.0,R5,121.1,211.1,48.03391317939044,48.03391317939044,31.764981242842676,29.3198095813243,24.579588905103765,24.128356138433706,2.9633375729455302,0.4512327666700618,10.032840281440219
U2554,ok,27.56886408567073,104.27354980532152,1385.0,R5,17.6,107.6,44.17017007779021,44.17017007779021,31.51223308446688,30.166235420452562,25.069058337978106,24.885395731088234,1.8395559198833276,0.18366260688987093,9.084270009762221
U2553,ok,27.793373239344263,103.72463437868852,1209.0,R5,142.3,232.3,47.74175992234435,47.74175992234435,32.484448132619015,31.103533846644012,25.83616103878296,25.559982112552085,2.116290444981079,0.2761789262308766,9.713182111442485
U2555,ok,27.30713766,103.91651325,2015.0,R5,54.6,144.6,47.880141985893445,47.880141985893445,32.42767394756117,30.573967669327256,25.329301219796946,24.979900432310377,2.8469779314771415,0.34940078748656705,10.072613886788272
U2556,ok,27.74025092926829,103.75192218536588,1497.0,R5,3.5,93.5,43.98444453867828,43.98444453867828,28.329907455157763,27.290802065106845,21.740916191230347,21.5374657977608,1.8937073731662188,0.20345039346954744,9.610773093265887
U2557,ok,27.56542528125,104.151631903125,1031.0,R5,87.7,177.7,42.29732113811122,42.29732113811122,30.945348401382944,26.89642214538741,22.677986960205672,22.014369507413743,5.0289649359938196,0.6636174527919321,11.264127236803212
U2560,ok,27.841687522638324,103.80181895853576,957.0,R5,53.5,143.5,43.47093289989988,43.47093289989988,29.286271932465873,27.29633169643762,22.190292865905683,21.841621738489884,2.9174163172395566,0.34867112741579803,10.194549518913789
U2559,ok,27.49140843636364,103.75071575454544,2018.0,R5,137.6,227.6,44.29654354381059,44.29654354381059,28.608701475831666,27.00549912025835,21.83561785559059,21.54308713591462,2.2668306850067133,0.2925307196759693,9.49527199110672
U2561,ok,27.831291776041663,103.78628422291666,1030.0,R5,76.1,166.1,44.61879166786147,44.61879166786147,30.970630056653203,27.11664281567219,22.59342649511072,22.01218336107342,4.454869576006292,0.5812431340373031,11.652059038519372
U2564,ok,27.57041829047619,104.13139414285716,1004.0,R5,112.6,202.6,45.1611639363091,45.1611639363091,31.86578508803339,28.34116577664265,24.247891184137565,23.684337946977845,3.5884135561759187,0.5635532371597207,10.577826803929504
U2565,ok,27.81728032616408,103.7709029630451,1043.0,R5,29.4,119.4,43.86315184202353,43.86315184202353,29.025068250327546,27.690595945170593,22.31781399679939,22.079732210173237,2.150932350780483,0.23808178662615145,9.732812923542213
U2568,ok,27.57072129,104.130860215,1004.0,R5,111.9,201.9,45.188705589412784,45.188705589412784,32.0135731958074,28.36704516657844,24.306482067278516,23.726759576523385,3.723600336145722,0.5797224907551288,10.679264432565343
U2574,ok,27.580591446243293,104.28552747614788,1399.0,R5,50.3,140.3,42.74075734588391,42.74075734588391,30.198086167810203,28.015075661362534,23.123027637284093,22.824456821903848,2.8381338197911035,0.29857081538024416,9.802274931333134
U2571,ok,27.423851068181825,103.72995586363636,2017.0,R5,44.6,134.6,45.10983950800685,45.10983950800685,29.84151490346032,27.882827612026905,22.566210698679704,22.260809518490827,2.883612282199106,0.3054011801888782,10.010090724781161
U2573,ok,27.853760053658544,103.89090102682928,649.0,R5,29.2,119.2,44.54728670341203,44.54728670341203,29.375504644026282,27.953765757229956,22.675636471657022,22.441073314188948,2.1310613501856466,0.23456315746807138,9.75518554107514
U2576,ok,27.24963315,103.657930725,1907.0,R5,120.9,210.9,46.5140682249456,46.5140682249456,29.926791095609097,27.482824269884464,22.462998762764794,22.037930540782796,2.94136341036722,0.42506822198200084,10.402613828340225
U2577,ok,27.85352580487805,103.8902539390244,678.0,R5,30.0,120.0,44.65157163007506,44.65157163007506,29.485606618085562,28.045227969012807,22.771328046288744,22.534054899008463,2.1525149004553654,0.2372731472802802,9.771642421706439
U2578,ok,27.5598913975,104.2446283425,1305.0,R5,86.4,176.4,43.842250054820454,43.842250054820454,32.12609917602246,28.11992876705967,23.842066648071828,23.19213112796632,5.039715639991378,0.6499355201055059,11.274031409926906
U2580,ok,27.56431244734848,103.88828190016233,1818.0,R5,68.0,158.0,43.691165605657524,43.691165605657524,28.761901189901675,25.91094863917807,21.139441360000802,20.67695217648293,3.7427107196013907,0.4624891835178722,10.565918325320602
U2579,ok,27.222147550000003,103.842909575,2026.0,R5,176.5,266.5,45.356218481785646,45.356218481785646,29.420835797169183,28.609215990203992,23.03369246995739,22.822530443274026,1.7113518281265954,0.21116202668336154,9.144901062711224
U2584,ok,27.84624712984596,103.81081706508344,920.0,R5,70.4,160.4,43.743539234080856,43.743539234080856,30.19216801526877,27.01325188689591,22.293143513684836,21.79618330722753,3.7790758877728123,0.4969602064573049,11.10456738276105
